estado;año_inicio_comercialización;tipo;espacio_de_comercialización;corregimiento_o_barrio;sexo;inscrito_en_cedezo;tipo_de_inscripción;comuna;productos;"vereda"
inactivo;2017;transformador;eventos;altavista;femenino;2. orientacion (ingreso al programa);directo;altavista;dulces, barquillos;"el corazon el morro"
activo;2017;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;cilantro, remolacha, avichuela, cebollin, brocoli, aromaticas, cilantro, frijol, lechuga;"el llano"
inactivo;2017;transformador;inactivo;santa elena;masculino;no se encuentra inscrito;directo;santa elena;fuente de chocolate, postres y obleas;"no dato"
activo;2017;transformador;loma los bernal;altavista;masculino;2. orientacion (ingreso al programa);directo;altavista;panaderia variada;"otro"
inactivo;2017;transformador;eventos;san antonio de prado;femenino;2. orientacion (ingreso al programa);directo;san antonio de prado;panadería variada;"san jose"
inactivo;2017;transformador;inactivo;santa elena;masculino;no se encuentra inscrito;directo;santa elena;aimentos saludables;"no dato"
inactivo;2017;productor;inactivo;santa elena;masculino;no se encuentra inscrito;directo;santa elena;frutas y hortalizas;"piedras blancas - matasano"
inactivo;2017;transformador;inactivo;san cristobal;femenino;2. orientacion (ingreso al programa);directo;san cristobal;peproductos a base de penca sábila;"no dato"
inactivo;2017;productor;inactivo;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;naranja, platano, breva, laurel, cebolla junca, cilantro, aromaticas, ruda;"el uvito"
inactivo;2017;productor-plantas;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;plantas aromáticas y medicinales;"no dato"
activo;2017;transformador;la matea;san sebastian de palmitas;femenino;2. orientacion (ingreso al programa);directo;san sebastian de palmitas;panaderia integral, mantequilla mani;"potrera miserenga"
activo;2017;transformador;eventos;san cristobal;femenino;2. orientacion (ingreso al programa);directo;san cristobal;arroz con leche, salpicon, obleas, solteritas y postres;"centralidad"
activo;2017;productor;santa maria los angeles;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;flores, guineo, mandarina, yacon, yuca, cebolla y cilantro;"la cuchilla"
inactivo;2017;productor;inactivo;san antonio de prado;masculino;no se encuentra inscrito;directo;san antonio de prado;mora y romero;"80-el salado"
inactivo;2017;transformador;inactivo;san antonio de prado;masculino;no se encuentra inscrito;directo;san antonio de prado;hidromiel sol miel de abeja y polen;"no dato"
activo;2017;productor;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;aromaticas disecadas;"san jose"
inactivo;2017;productor;inactivo;altavista;masculino;no se encuentra inscrito;directo;altavista;tiene cebolla cilantro,zanahoria, tomate,arbeja frijol,huevos;"no dato"
inactivo;2017;productor;inactivo;altavista;masculino;no se encuentra inscrito;directo;altavista;matas ornamentales. platano, yuca,naranja ,limon,cebolla,cilantro,tomate,zanahoria;"perla"
activo;2017;transformador;la presidenta;santa elena;femenino;2. orientacion (ingreso al programa);directo;santa elena;papitas lau;"mazo"
inactivo;2017;productor;inactivo;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;platano , yuca , limon, naranja, cebolla , toamte, pimenton, cafe;"volcana guayabal"
inactivo;2017;transformador;inactivo;altavista;femenino;no se encuentra inscrito;directo;altavista;jugos gruesos- fruta y vida;"concejo"
activo;2017;transformador;eventos;santa elena;femenino;2. orientacion (ingreso al programa);directo;santa elena;chorizos  - arepas;"piedras blancas - matasano"
activo;2017;transformador;santa maria los angeles;san cristobal;femenino;2. orientacion (ingreso al programa);directo;san cristobal;arepas 4 semillas, mermeladas, vinagretas;"no dato"
activo;2017;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;café, cilantro, repollo, yuca, ají, frijol, maiz, habichuela, limon, banano, guineo, naranja, aguacate, pollos y huevos;"la aldea"
activo;2017;transformador;la matea;altavista;femenino;2. orientacion (ingreso al programa);directo;altavista;fritos (papa rellena, carimañola, arepa de huevo;"no dato"
inactivo;2017;productor;inactivo;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;frijol,maiz,zanahoria,remolacha, cebolla;"nuevo occidente"
inactivo;2017;productor;inactivo;santa elena;femenino;no se encuentra inscrito;directo;santa elena;cultiva variedad de hortalizas como acelga,lechuga,cilantro, remolacha, papa, calabacin,zanahoria, pepino;"mazo"
inactivo;2017;productor;inactivo;santa elena;femenino;no se encuentra inscrito;directo;santa elena;hortalizas como zanahoria, acelga, cilantro, remolacha,cebolla puerro y de rama, lechuga,col y aromaticas;"mazo"
activo;2017;productor-transformador;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;jugo de naranja;"urquita"
inactivo;2017;transformador;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;repostería (tortas);"no dato"
activo;2017;productor-transformador;uva el poblado;san sebastian de palmitas;masculino;2. orientacion (ingreso al programa);directo;san sebastian de palmitas;hortalizas, jugo de naranja, mandarina y guandolo;"la aldea"
activo;2017;productor-transformador;ciudad del rio;san sebastian de palmitas;femenino;2. orientacion (ingreso al programa);directo;san sebastian de palmitas;agridulce, mermelada, nectar de tomate , incurtido, antipasto, chimichurri;"la aldea"
inactivo;2017;transformador;inactivo;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;tamales, morcilla;"no dato"
activo;2017;transformador;uva el poblado;san antonio de prado;femenino;2. orientacion (ingreso al programa);directo;san antonio de prado;productos veganos y saludables : mantequillas de mani, ajonjoli, coco, panes y tortas integrales, croquetas nutritivas, leche de soya, queso de soya con nueces y especias. arepas de chocolo empacadas;"san antonio de prado"
activo;2017;productor;la matea;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;café, caña, limon, platano, guayaba, aguacate, yuca, naranja, guanabana, victoria , cidra, mandarina, cebolla, coles, papayuela, zanahoria, panela , blanqueado;"la aldea"
inactivo;2017;transformador;eventos;san cristobal;masculino;2. orientacion (ingreso al programa);directo;san cristobal;chorizos;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"yolombo"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"el patio"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"playas"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;café;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;hortalizas;"la suiza"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"urquita"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"potrera miserenga"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"la frisola"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"la frisola"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;transformador;san antonio de prado;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;minisigui, salpicon, obleas, alfajor y barquillos;"no dato"
inactivo;2017;productor;inactivo;santa elena;femenino;no se encuentra inscrito;directo;santa elena;variedad de hortalizas, algunos frutales y plantas aromaticas;"el llano se"
inactivo;2017;transformador;inactivo;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;tamales, fiambres, chorizos y morcilla;"no dato"
activo;2017;productor;la matea;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;cafe, platano, guineo , yuca y se le formalizo red con dos personas mas del territorio los cuales le van a dar lulo, naranja, limon, breva, huevos, pollo , cebolla, banano, aguacate, cilantro, perejil, repollo, lechuga, zanahoria, papaya, mango, dominico,;"la aldea"
inactivo;2017;productor;inactivo;santa elena;masculino;no se encuentra inscrito;directo;santa elena;frijol, lechuga, arveja, cilantro, col, acelga, tomillo y romero;"mazo"
inactivo;2017;transformador;eventos;altavista;femenino;2. orientacion (ingreso al programa);directo;altavista;mermeladas, salsas y sanduches;"no dato"
activo;2017;productor;uva el poblado;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;cilantro cebolla lulo maiz tomate de arbol y cherry;"boqueron"
inactivo;2017;transformador;inactivo;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;café ancestral en cubos y tacos koreanos;"no dato"
inactivo;2017;transformador;inactivo;san cristobal;masculino;2. orientacion (ingreso al programa);directo;san cristobal;panadería y aceites;"no dato"
activo;2017;productor;la presidenta;santa elena;masculino;no se encuentra inscrito;directo;santa elena;cultiva y produce cafe especial de altura;"media luna"
inactivo;2017;transformador;eventos;altavista;masculino;2. orientacion (ingreso al programa);directo;altavista;postres;"no dato"
activo;2017;transformador;la presidenta;santa elena;femenino;2. orientacion (ingreso al programa);directo;santa elena;nectar, empanadas y arepas;"piedras blancas"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;nectar, empanadas y arepas;"60-las playas"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;aji,aromaticas,cilantro,cebolla,pimenton,cebolla huevo;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;naranja,limon,huevos;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"la cuchilla"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"el uvito"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"el potrero"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"el uvito"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"el uvito"
activo;2017;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"las playas"
activo;2017;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;lechuga y hortalizas;"yarumalito"
activo;2017;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;pepino,tomate,rabano,cilantro,suquini;"montañita"
activo;2017;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;pepino,frijol,aguacate,mora,aji pique,mostaza;"yarumalito"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;papa, cilantro, aguacate, tomate de arbol, bravas, alverja y frijol;"yarumalito"
inactivo;2017;transformador;inactivo;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;pan;"la palma"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;flores;"palma alta"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cafe,col,platano,guineo,limon,repollo,rabano,arveja,cilantro,habichuela,maiz,frijol,aromaticas;"la aldea"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cafe,platano,naranja,mandarina,durazno,guayaba,mango,aguacate,zapote,guanabana,tomate,cebolla,pollos de engorde;"la aldea"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;arveja, cilantro y variedad de frutas y hortalizas;"la aldea"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, cebolla de rama, guineo, plátano, heliconias, espinaca, cilantro, banano, cidra, naranja lima y dulce, mandarina, guayaba, limón,;"la aldea parte alta"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;platano,yuca,cafe,banano,caña,frijol,cebolla;"potrera miserenga"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;aromaticas en general;"palma alta"
activo;2017;productor;uva el poblado;santa elena;masculino;no se encuentra inscrito;directo;santa elena;hortalizas como acelga, calabacin, zanahoria, remolacha, cilantro, pepino de rellenar, papa criolla aromaticas;"piedra gorda"
activo;2017;productor;la matea;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;huevos, arveja, papa, zanahoria, remolacha, lechuga, acelga, frijol;"no dato"
activo;2017;productor;san antonio de prado;san antonio de prado;masculino;no se encuentra inscrito;directo;san antonio de prado;hortalizas;"el astillero"
activo;2017;productor;eventos;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;cafe, platano, yuca, limon, naranja, mandarina, cebolla, aguacate , cilantro ademas de que puede comercializar lo de sus vecinos como piña , pepino , toamte etc;"volcana guayabal"
inactivo;2017;productor;inactivo;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;huevos y hortalizas;"la suiza"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"boqueron"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;brocoli brevas flores plantas medicinales;"no dato"
activo;2017;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;brocoli, breva,s plantas medicinales;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro cebolla papa espinaca;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;aguacate, frijol y victoria;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro, frijol, lulo, repollo, zanahoria, remolacha, espinaca;"boqueron"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro, maiz, frijol y lechuga;"no dato"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla;"no dato"
inactivo;2017;transformador;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;ensaladas de fruta, salpicon, cereal con fruta.;"no dato"
inactivo;2017;transformador;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;pulpas, jugos y frutas;"no dato"
inactivo;2017;transformador;eventos;san antonio de prado;femenino;2. orientacion (ingreso al programa);directo;san antonio de prado;elaboracion de granola,tortas y comercialización de cereales y frutos secos;"san antonio de prado"
inactivo;2017;transformador;eventos;santa elena;masculino;2. orientacion (ingreso al programa);directo;santa elena;elaboración de granoles de diferentes sabores, empacados.;"el llano se"
activo;2017;productor-transformador;eventos;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;postres;"la aldea"
activo;2017;transformador;uva el poblado;san antonio de prado;femenino;2. orientacion (ingreso al programa);directo;san antonio de prado;chorizos 100% cerdo;"san antonio de prado"
inactivo;2017;transformador;eventos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;elaboración de frutas deshidratadas;"el placer"
inactivo;2017;transformador;eventos;santa elena;femenino;2. orientacion (ingreso al programa);directo;santa elena;elaboración de figuras en chocolate, postres artesanales, y brownies;"centralidad"
activo;2017;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"la ilusion"
activo;2017;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cítrico, helechos, plátano;"no dato"
inactivo;2017;productor;inactivo;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;tomate de arbol, lechuga, frijol, habichuela, arverja, zanahoria, repollo, yuca, maiz, lulo, cebolla huevo, cilantro, acelga, espinaca, limoncillo, romero sabila, oregano;"la ilusion"
activo;2017;productor;barrio cristobal;santa elena;masculino;no se encuentra inscrito;directo;santa elena;cafe, pltano, guineo,romero, yerbabuena;"media luna"
activo;2016;productor;parque belén;santa elena;femenino;no se encuentra inscrito;directo;santa elena;flores y follajes;"barro blanco"
activo;2017;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;cafe, aguacate,platano,banano,aji,cebolla,pepino,tomate cherri,arberja,repollo,yuca,citricos;"la suiza"
activo;2016;productor;parque belén;santa elena;femenino;no se encuentra inscrito;directo;santa elena;flores y verduras;"barro blanco"
activo;2017;productor-plantas;eventos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;fresa, plantas ornamentales y tres variedades de flores, girasol, astromelia y cartucho, plantas aromaticas;"el placer"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;palmitas;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;hortalizas;"urquita"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"no dato"
activo;2017;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;hortalizas;"la suiza"
activo;2017;transformador;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;panaderia artesanal;"la palma"
activo;2017;transformador;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;panaderia artesanal;"la palma"
activo;2017;productor;uva el poblado;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;verduras y flores;"san jose de la montaña"
activo;2017;productor;pilarica;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;cebolla rama, cilantro, platano, frijol, remolacha, cidra, guineo, yuca, brocoli;"la ilusion"
activo;2016;productor;suramericana;santa elena;femenino;no se encuentra inscrito;directo;santa elena;verduras;"el llano"
inactivo;2017;productor;inactivo;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;espinaca, cilantro, cebolla, rabano, acelga, remolacha, zanahoria, mora;"yolombo"
activo;2017;transformador;uva el poblado;altavista;femenino;2. orientacion (ingreso al programa);directo;altavista;carimañoala, arepa de huevo, papa rellena;"no dato"
activo;2017;productor;eventos;san antonio de prado;masculino;no se encuentra inscrito;directo;san antonio de prado;hortalizas;"no dato"
activo;2017;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;limon tomate zuquini cebolla cilantro tomate lechuga, brocoli frijol verde mora;"80-la florida"
activo;2017;productor;eventos;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;arveja, frilo, papa,;"potrerito"
inactivo;2018;productor-transformador;eventos;san antonio de prado;femenino;2. orientacion (ingreso al programa);directo;san antonio de prado;panadaria con orellanas;"no dato"
activo;2018;productor;nuevo occidente;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;hortalizas y aromaticas;"san josé"
activo;2018;productor;ciudad del rio;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;mora, cebolla, espinaca,;"no dato"
activo;2018;productor;piloto guayabal;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;huevos, cebolla rama, cilantro, coles;"no dato"
activo;2018;productor-transformador;la matea;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;arepa de chocolo, pan de queso y torta de chocolo;"urquitá"
activo;2018;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas;"boqueron"
activo;2018;transformador;villa de aburrá;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;jugos naturales de naranja, mandarina y guandolo;"no dato"
inactivo;2018;productor;inactivo;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;acelga, remolacha;"san jose"
activo;2018;productor;san joaquin;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas;"el llano"
activo;2018;productor;piloto guayabal;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;cebolla, cilantro, flores;"el llano"
activo;2018;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;cebolla, cilantro, tomate;"uvito"
activo;2018;productor-plantas;ciudad del rio;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;plantas carnivoras;"el salado"
activo;2018;productor;suramericana;santa elena;masculino;no se encuentra inscrito;directo;santa elena;hortalizas;"mazo"
activo;2018;productor-transformador;ciudad del rio;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;chorizo y morcilla;"el salado"
activo;2018;productor-transformador;ciudad del rio;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;cuajadas, quesitos, arepas;"el salado"
activo;2018;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas tomate, lechuga, cebolla, espinaca, cilantro, coliflor, limon cebollin;"el llano"
activo;2018;productor;villa de aburrá;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas y flores mora cebolla espinaca oregano cidra manzanilla coles flores;"san jose"
activo;2018;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas perejil liso, rabano, acelga, cebollin, lechuga, aromatica, cebolla, cilantro;"el llano"
activo;2018;transformador;santa maria los angeles;altavista;femenino;no se encuentra inscrito;directo;altavista;galletas costeñas, postres, arroz con leche y salpicon;"nuevo amanecer"
activo;2018;productor;eventos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;hortalizas aromatica y frutales frijol, arveja, papa, lechuga, espinaca, acelga, remolacha, coles, cebolla, uchuva, lulo, cilantro;"piedra gorda"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"florida"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"la loma"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"montañita"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"potrerito"
activo;2018;productor-transformador;parque de la vida;santa elena;femenino;no se encuentra inscrito;directo;santa elena;arepa de chocolo y cuajada;"barro blanco"
activo;2018;productor;indirecto;altavista;masculino;no se encuentra inscrito;indirecto;altavista;legumbres:lechuga,cilantro,cebolla,tomate,espinacas,cidra,ahuyama,repollo,coliflor,moras,fresas, miel;"aguas frias"
activo;2018;productor-transformador;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;empanadas y pasteles de pollo;"aguas frias"
activo;2018;productor;piloto guayabal;santa elena;masculino;no se encuentra inscrito;directo;santa elena;calabacin, lechuga de 3 clases,tomate, espinaca, apiocalabacin y frutales como fresa, uchuva. flores cartucho y girasol;"el llano"
activo;2018;productor-transformador;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;tiene gallinas y pollos de engorde, elabora arepas;"el astillero"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;aguacate, limon , penca y naranja;"la potrera"
